Order	Super kindom	Strain name	Release date	SEQ count	CAS count	CRISPR count	Assembly description	Number of spacers	Number of self-targeting spacers
6306	Bacteria	Streptomyces sp. ETH9427 (high GC Gram+)	2018-08	3	1	25	|GCA_003352805.1||Streptomyces sp. ETH9427 (high GC Gram+)|CP029626.1|pETH2 Plasmid|CP029625.1|pETH1 Plasmid|CP029624.1|ANONYMOUS Chromosome	18	0
6307	Bacteria	Streptomyces sp. FR-008 (high GC Gram+)	2015-11	3	1	33	|GCA_001431765.1|GCF_001431765.1|Streptomyces sp. FR-008 (high GC Gram+)|CP009802.1|ANONYMOUS Chromosome|CP009803.1|pSSFR1 Plasmid|CP009804.1|pSSFR2 Plasmid	124	1
6308	Bacteria	Streptomyces sp. GBA 94-10 (high GC Gram+)	2013-11	2	2	17	|GCA_000495635.1|GCF_000495635.1|Streptomyces sp. GBA 94-10 (high GC Gram+)|CM002272.1|scaffold00002 Plasmid|CM002271.1|scaffold00001 Chromosome	133	0
6309	Bacteria	Streptomyces sp. GSSD-12 (high GC Gram+)	2018-07	1	1	13	|GCA_003344965.1||Streptomyces sp. GSSD-12 (high GC Gram+)|CP031194.1|ANONYMOUS Chromosome	49	0
6310	Bacteria	Streptomyces sp. HNM0039 (high GC Gram+)	2018-05	1	1	32	|GCA_003097515.1|GCF_003097515.1|Streptomyces sp. HNM0039 (high GC Gram+)|CP029188.1|ANONYMOUS Chromosome	39	0
6311	Bacteria	Streptomyces sp. M56 (high GC Gram+)	2017-12	1	3	28	|GCA_002812405.1|GCF_002812405.1|Streptomyces sp. M56 (high GC Gram+)|CP025018.1|ANONYMOUS Chromosome	133	0
6312	Bacteria	Streptomyces sp. Mg1 (high GC Gram+)	2015-06	4	2	29	|GCA_000412265.2|GCF_000412265.2|Streptomyces sp. Mg1 (high GC Gram+)|CP011664.1|1 Chromosome|CP011665.1|pSMg1-1 Plasmid|CP011666.1|pSMg1-2 Plasmid|CP011667.1|pSMg1-3 Plasmid	189	0
6313	Bacteria	Streptomyces spongiicola (high GC Gram+) HNM0071	2018-05	1	1	75	|GCA_003122365.1||Streptomyces spongiicola (high GC Gram+) HNM0071|CP029254.1|ANONYMOUS Chromosome	142	1
6314	Bacteria	Streptomyces sp. PAMC 26508 (high GC Gram+)	2013-04	2	1	9	|GCA_000364805.1|GCF_000364805.1|Streptomyces sp. PAMC 26508 (high GC Gram+)|CP003991.1|pSP01 Plasmid|CP003990.1|ANONYMOUS Chromosome	61	1
6315	Bacteria	Streptomyces sp. PBH53 (high GC Gram+)	2015-06	1	1	28	|GCA_001040905.1||Streptomyces sp. PBH53 (high GC Gram+)|CP011799.1|ANONYMOUS Chromosome	9	0
6316	Bacteria	Streptomyces sp. RTd22 (high GC Gram+)	2016-05	1	1	16	|GCA_001650215.1|GCF_001650215.1|Streptomyces sp. RTd22 (high GC Gram+)|CP015726.1|ANONYMOUS Chromosome	34	0
6317	Bacteria	Streptomyces sp. S063 (high GC Gram+)	2017-12	1	1	23	|GCA_002832675.1||Streptomyces sp. S063 (high GC Gram+)|CP021707.1|ANONYMOUS Chromosome	2	0
6318	Bacteria	Streptomyces sp. S501 (high GC Gram+)	2019-03	2	2	12	|GCA_004524875.1||Streptomyces sp. S501 (high GC Gram+)|CP038146.1|unnamed Plasmid|CP038147.1|ANONYMOUS Chromosome	89	0
6319	Bacteria	Streptomyces sp. S8 (high GC Gram+)	2017-04	2	1	26	|GCA_002094995.1|GCF_002094995.1|Streptomyces sp. S8 (high GC Gram+)|CP015362.1|ANONYMOUS Chromosome|CP015446.1|unnamed Plasmid	51	0
6320	Bacteria	Streptomyces sp. SAT1 (high GC Gram+)	2016-06	1	1	17	|GCA_001654495.1|GCF_001654495.1|Streptomyces sp. SAT1 (high GC Gram+)|CP015849.1|ANONYMOUS Chromosome	65	0
6321	Bacteria	Streptomyces sp. SCSIO 03032 (high GC Gram+)	2017-05	1	4	19	|GCA_002128305.1|GCF_002128305.1|Streptomyces sp. SCSIO 03032 (high GC Gram+)|CP021121.1|ANONYMOUS Chromosome	176	1
6322	Bacteria	Streptomyces sp. SM17 (high GC Gram+)	2018-05	4	2	43	|GCA_002910725.2||Streptomyces sp. SM17 (high GC Gram+)|CP029338.1|ANONYMOUS Chromosome|CP029341.1|pSM17C Plasmid|CP029339.1|pSM17A Plasmid|CP029340.1|pSM17B Plasmid	112	1
6323	Bacteria	Streptomyces sp. SM18 (high GC Gram+)	2018-05	1	2	19	|GCA_002910775.2||Streptomyces sp. SM18 (high GC Gram+)|CP029342.1|ANONYMOUS Chromosome	49	0
6324	Bacteria	Streptomyces sp. SS52 (high GC Gram+)	2019-04	1	1	15	|GCA_004795715.1||Streptomyces sp. SS52 (high GC Gram+)|CP039123.1|ANONYMOUS Chromosome	53	0
6325	Bacteria	Streptomyces sp. TLI_053 (high GC Gram+)	2016-10	1	3	27	|GCA_900105395.1|GCF_900105395.1|Streptomyces sp. TLI_053 (high GC Gram+)|LT629775.1|I Chromosome	57	0
6326	Bacteria	Streptomyces sp. Tu6071 (high GC Gram+)	2011-05	2	1	46	|GCA_000213055.1|GCF_000213055.1|Streptomyces sp. Tu6071 (high GC Gram+)|CM001166.1|pTu6071 Plasmid|CM001165.1|chr Chromosome	232	5
6327	Bacteria	Streptomyces sp. Tue 6075 (high GC Gram+) Tue6075	2017-01	1	1	21	|GCA_001931635.1|GCF_001931635.1|Streptomyces sp. Tue 6075 (high GC Gram+) Tue6075|CP010833.1|ANONYMOUS Chromosome	38	0
6328	Bacteria	Streptomyces sp. WAC00288 (high GC Gram+)	2018-02	5	3	33	|GCA_002943895.1|GCF_002943895.1|Streptomyces sp. WAC00288 (high GC Gram+)|CP027026.1|p4 Plasmid|CP027025.1|p3 Plasmid|CP027024.1|p2 Plasmid|CP027023.1|p1 Plasmid|CP027022.1|ANONYMOUS Chromosome	64	0
6329	Bacteria	Streptomyces sp. XZHG99 (high GC Gram+)	2018-02	3	1	18	|GCA_002946835.1|GCF_002946835.1|Streptomyces sp. XZHG99 (high GC Gram+)|CP026654.1|unnamed2 Plasmid|CP026653.1|unnamed1 Plasmid|CP026652.1|ANONYMOUS Chromosome	74	1
6330	Bacteria	Streptomyces sp. Z022 (high GC Gram+)	2018-10	2	1	20	|GCA_003675325.1||Streptomyces sp. Z022 (high GC Gram+)|CP033072.1|unnamed1 Plasmid|CP033073.1|ANONYMOUS Chromosome	18	0
6331	Bacteria	Streptomyces sp. ZFG47 (high GC Gram+)	2018-06	2	1	7	|GCA_003261055.1||Streptomyces sp. ZFG47 (high GC Gram+)|CP030074.1|unnamed1 Plasmid|CP030073.1|ANONYMOUS Chromosome	8	0
6332	Bacteria	Streptomyces vietnamensis (high GC Gram+) GIM4.0001	2015-01	2	1	33	|GCA_000830005.1|GCF_000830005.1|Streptomyces vietnamensis (high GC Gram+) GIM4.0001|CP010407.1|ANONYMOUS Chromosome|CP010408.1|pSVL1 Plasmid	55	0
6333	Bacteria	Streptomyces violaceoruber (high GC Gram+) S21	2017-04	1	1	30	|GCA_002082175.1|GCF_002082175.1|Streptomyces violaceoruber (high GC Gram+) S21|CP020570.1|ANONYMOUS Chromosome	70	0
6334	Bacteria	Streptomyces violaceusniger Tu 4113 (high GC Gram+)	2011-08	3	1	31	|GCA_000147815.3|GCF_000147815.2|Streptomyces violaceusniger Tu 4113 (high GC Gram+)|CP002995.1|pSTRVI01 Plasmid|CP002996.1|pSTRVI02 Plasmid|CP002994.1|ANONYMOUS Chromosome	17	0
6335	Bacteria	Streptomyces xiamenensis (high GC Gram+) 318	2015-08	1	1	3	|GCA_000993785.2|GCF_000993785.2|Streptomyces xiamenensis (high GC Gram+) 318|CP009922.2|ANONYMOUS Chromosome	33	0
6336	Bacteria	Streptomyces xinghaiensis S187 (high GC Gram+)	2017-09	1	1	9	|GCA_000220705.2|GCF_000220705.2|Streptomyces xinghaiensis S187 (high GC Gram+)|CP023202.1|ANONYMOUS Chromosome	90	1
6337	Bacteria	Sulfitobacter donghicola (a-proteobacteria) SB1155	2019-01	1	1	6	|GCA_004117035.1||Sulfitobacter donghicola (a-proteobacteria) SB1155|CP026367.1|ANONYMOUS Chromosome	19	0
6338	Bacteria	Sulfobacillus acidophilus DSM 10332 (firmicutes)	2011-12	2	1	3	|GCA_000237975.1|GCF_000237975.1|Sulfobacillus acidophilus DSM 10332 (firmicutes)|CP003180.1|unnamed Plasmid|CP003179.1|ANONYMOUS Chromosome	65	0
6339	Bacteria	Sulfobacillus acidophilus TPY (firmicutes)	2011-07	1	1	3	|GCA_000219855.1|GCF_000219855.1|Sulfobacillus acidophilus TPY (firmicutes)|CP002901.1|ANONYMOUS Chromosome	14	0
6340	Archaea	Sulfodiicoccus acidiphilus (crenarchaeotes) HS-1	2018-08	1	4	5	|GCA_003967175.1||Sulfodiicoccus acidiphilus (crenarchaeotes) HS-1|AP018553.1|ANONYMOUS Chromosome	429	0
6341	Archaea	Sulfolobus acidocaldarius (crenarchaeotes) DG1	2017-07	1	2	4	|GCA_002215565.1|GCF_002215565.1|Sulfolobus acidocaldarius (crenarchaeotes) DG1|CP020364.1|ANONYMOUS Chromosome	218	0
6342	Archaea	Sulfolobus acidocaldarius (crenarchaeotes) Y14 13-1	2017-07	1	2	4	|GCA_002215525.1|GCF_002215525.1|Sulfolobus acidocaldarius (crenarchaeotes) Y14 13-1|CP020363.1|ANONYMOUS Chromosome	250	0
6343	Archaea	Sulfolobus acidocaldarius (crenarchaeotes) Y14 16-22	2017-07	1	2	4	|GCA_002215485.1|GCF_002215485.1|Sulfolobus acidocaldarius (crenarchaeotes) Y14 16-22|CP020362.1|ANONYMOUS Chromosome	266	0
6344	Archaea	Sulfolobus acidocaldarius (crenarchaeotes) Y14 18-5	2017-07	1	1	2	|GCA_002215405.1|GCF_002215405.1|Sulfolobus acidocaldarius (crenarchaeotes) Y14 18-5|CP020360.1|ANONYMOUS Chromosome	14	0
6345	Archaea	Sulfolobus acidocaldarius (crenarchaeotes) Y14 20-20	2017-07	1	2	4	|GCA_002215445.1|GCF_002215445.1|Sulfolobus acidocaldarius (crenarchaeotes) Y14 20-20|CP020361.1|ANONYMOUS Chromosome	266	0
6346	Archaea	Sulfolobus acidocaldarius DSM 639 (crenarchaeotes)	2005-07	1	2	4	|GCA_000012285.1|GCF_000012285.1|Sulfolobus acidocaldarius DSM 639 (crenarchaeotes)|CP000077.1|ANONYMOUS Chromosome	218	0
6347	Archaea	Sulfolobus acidocaldarius N8 (crenarchaeotes)	2013-02	1	1	4	|GCA_000340315.1|GCF_000340315.1|Sulfolobus acidocaldarius N8 (crenarchaeotes)|CP002817.1|ANONYMOUS Chromosome	218	0
6348	Archaea	Sulfolobus acidocaldarius Ron12/I (crenarchaeotes)	2013-02	1	2	4	|GCA_000338775.1|GCF_000338775.1|Sulfolobus acidocaldarius Ron12/I (crenarchaeotes)|CP002818.1|ANONYMOUS Chromosome	218	0
6349	Archaea	Sulfolobus acidocaldarius SUSAZ (crenarchaeotes)	2013-12	1	2	4	|GCA_000508305.1|GCF_000508305.1|Sulfolobus acidocaldarius SUSAZ (crenarchaeotes)|CP006977.1|ANONYMOUS Chromosome	231	0
6350	Archaea	Sulfolobus islandicus HVE10/4 (crenarchaeotes)	2011-02	1	3	8	|GCA_000189575.1|GCF_000189575.1|Sulfolobus islandicus HVE10/4 (crenarchaeotes)|CP002426.1|ANONYMOUS Chromosome	259	0
6351	Archaea	Sulfolobus islandicus LAL14/1 (crenarchaeotes)	2013-04	1	4	9	|GCA_000364745.1|GCF_000364745.1|Sulfolobus islandicus LAL14/1 (crenarchaeotes)|CP003928.1|ANONYMOUS Chromosome	283	0
6352	Archaea	Sulfolobus islandicus L.S.2.15 (crenarchaeotes)	2009-04	1	4	5	|GCA_000022385.1|GCF_000022385.1|Sulfolobus islandicus L.S.2.15 (crenarchaeotes)|CP001399.1|ANONYMOUS Chromosome	228	0
6353	Archaea	Sulfolobus islandicus M.14.25 (crenarchaeotes)	2009-04	1	4	5	|GCA_000022405.1|GCF_000022405.1|Sulfolobus islandicus M.14.25 (crenarchaeotes)|CP001400.1|ANONYMOUS Chromosome	182	0
6354	Archaea	Sulfolobus islandicus M.16.27 (crenarchaeotes)	2009-04	1	4	5	|GCA_000022425.1|GCF_000022425.1|Sulfolobus islandicus M.16.27 (crenarchaeotes)|CP001401.1|ANONYMOUS Chromosome	236	0
6355	Archaea	Sulfolobus islandicus M.16.4 (crenarchaeotes)	2009-05	1	2	4	|GCA_000022445.1|GCF_000022445.1|Sulfolobus islandicus M.16.4 (crenarchaeotes)|CP001402.1|ANONYMOUS Chromosome	139	0
6356	Archaea	Sulfolobus islandicus REY15A (crenarchaeotes)	2011-02	1	3	7	|GCA_000189555.1|GCF_000189555.1|Sulfolobus islandicus REY15A (crenarchaeotes)|CP002425.1|ANONYMOUS Chromosome	203	0
6357	Archaea	Sulfolobus islandicus Y.G.57.14 (crenarchaeotes)	2009-04	1	4	3	|GCA_000022465.1|GCF_000022465.1|Sulfolobus islandicus Y.G.57.14 (crenarchaeotes)|CP001403.1|ANONYMOUS Chromosome	54	0
6358	Archaea	Sulfolobus islandicus Y.N.15.51 (crenarchaeotes)	2009-04	2	2	4	|GCA_000022485.1|GCF_000022485.1|Sulfolobus islandicus Y.N.15.51 (crenarchaeotes)|CP001405.1|pYN01 Plasmid|CP001404.1|ANONYMOUS Chromosome	97	0
6359	Archaea	Sulfolobus solfataricus 98/2 (crenarchaeotes)	2009-10	1	2	11	|GCA_000024745.1|GCF_000024745.1|Sulfolobus solfataricus 98/2 (crenarchaeotes)|CP001800.1|ANONYMOUS Chromosome	317	0
6360	Archaea	Sulfolobus solfataricus (crenarchaeotes) P1	2016-04	1	5	12	|GCA_900079115.1|GCF_900079115.1|Sulfolobus solfataricus (crenarchaeotes) P1|LT549890.1|I Chromosome	423	0
6361	Archaea	Sulfolobus solfataricus P2 (crenarchaeotes)	2002-11	1	6	12	|GCA_000007005.1|GCF_000007005.1|Sulfolobus solfataricus P2 (crenarchaeotes)|AE006641.1|ANONYMOUS Chromosome	414	0
6362	Archaea	Sulfolobus sp. A20 (crenarchaeotes)	2016-09	1	2	8	|GCA_001719125.1|GCF_001719125.1|Sulfolobus sp. A20 (crenarchaeotes)|CP017006.1|ANONYMOUS Chromosome	454	1
6363	Archaea	Sulfolobus tokodaii str. 7 (crenarchaeotes)	2004-05	1	4	8	|GCA_000011205.1|GCF_000011205.1|Sulfolobus tokodaii str. 7 (crenarchaeotes)|BA000023.2|ANONYMOUS Chromosome	452	1
6364	Bacteria	Sulfuriferula sp. AH1 (b-proteobacteria)	2017-05	2	1	2	|GCA_002162035.1|GCF_002162035.1|Sulfuriferula sp. AH1 (b-proteobacteria)|CP021139.1|unnamed Plasmid|CP021138.1|ANONYMOUS Chromosome	50	0
6365	Bacteria	Sulfurihydrogenibium azorense Az-Fu1 (aquificales)	2009-03	1	4	15	|GCA_000021545.1|GCF_000021545.1|Sulfurihydrogenibium azorense Az-Fu1 (aquificales)|CP001229.1|ANONYMOUS Chromosome	136	0
6366	Bacteria	Sulfurihydrogenibium sp. YO3AOP1 (aquificales)	2008-05	1	2	5	|GCA_000020325.1|GCF_000020325.1|Sulfurihydrogenibium sp. YO3AOP1 (aquificales)|CP001080.1|ANONYMOUS Chromosome	34	0
6367	Bacteria	Sulfuritalea hydrogenivorans sk43H (b-proteobacteria) DSM 22779	2014-01	1	1	3	|GCA_000828635.1|GCF_000828635.1|Sulfuritalea hydrogenivorans sk43H (b-proteobacteria) DSM 22779|AP012547.1|ANONYMOUS Chromosome	14	0
6368	Bacteria	Sulfuritortus calidifontis (b-proteobacteria) J1A	2018-10	1	1	5	|GCA_003967275.1||Sulfuritortus calidifontis (b-proteobacteria) J1A|AP018721.1|ANONYMOUS Chromosome	32	0
6369	Bacteria	Sulfurivermis fontis (g-proteobacteria) JG42	2018-10	1	1	5	|GCA_004001245.1||Sulfurivermis fontis (g-proteobacteria) JG42|AP018724.1|ANONYMOUS Chromosome	109	0
6370	Bacteria	Sulfurospirillum barnesii SES-3 (e-proteobacteria)	2012-06	1	0	1	|GCA_000265295.1|GCF_000265295.1|Sulfurospirillum barnesii SES-3 (e-proteobacteria)|CP003333.1|ANONYMOUS Chromosome	41	0
6371	Bacteria	Sulfurospirillum cavolei (e-proteobacteria) UCH003	2015-02	1	1	7	|GCA_001548055.1|GCF_001548055.1|Sulfurospirillum cavolei (e-proteobacteria) UCH003|AP014724.1|Unknown Chromosome	31	0
6372	Bacteria	Sulfurospirillum deleyianum DSM 6946 (e-proteobacteria)	2009-11	1	0	2	|GCA_000024885.1|GCF_000024885.1|Sulfurospirillum deleyianum DSM 6946 (e-proteobacteria)|CP001816.1|ANONYMOUS Chromosome	107	0
6373	Bacteria	Sulfurospirillum multivorans DSM 12446 (e-proteobacteria)	2014-02	1	1	1	|GCA_000568815.1|GCF_000568815.1|Sulfurospirillum multivorans DSM 12446 (e-proteobacteria)|CP007201.1|ANONYMOUS Chromosome	133	1
6374	Bacteria	Sulfurovum lithotrophicum (e-proteobacteria) ATCC BAA-797	2015-05	1	1	5	|GCA_000987835.1|GCF_000987835.1|Sulfurovum lithotrophicum (e-proteobacteria) ATCC BAA-797|CP011308.1|ANONYMOUS Chromosome	23	0
6375	Bacteria	Sutterella megalosphaeroides (b-proteobacteria) 6FBBBH3	2018-07	1	2	2	|GCA_003609995.1|GCF_003609995.1|Sutterella megalosphaeroides (b-proteobacteria) 6FBBBH3|AP018786.1|ANONYMOUS Chromosome	16	0
6376	Bacteria	Symbiobacterium thermophilum IAM 14863 (firmicutes) IAM14863	2004-09	1	2	4	|GCA_000009905.1|GCF_000009905.1|Symbiobacterium thermophilum IAM 14863 (firmicutes) IAM14863|AP006840.1|ANONYMOUS Chromosome	110	0
6377	Bacteria	Synechococcus elongatus UTEX 3055 (cyanobacteria)	2018-12	3	2	1	|GCA_003957805.1||Synechococcus elongatus UTEX 3055 (cyanobacteria)|CP033061.1|ANONYMOUS Chromosome|CP033063.1|unnamed2 Plasmid|CP033062.1|unnamed1 Plasmid	18	0
6378	Bacteria	Synechococcus lividus PCC 6715 (cyanobacteria)	2017-11	1	0	3	|GCA_002754935.1|GCF_002754935.1|Synechococcus lividus PCC 6715 (cyanobacteria)|CP018092.1|ANONYMOUS Chromosome	8	0
6379	Bacteria	Synechococcus sp. JA-2-3Ba(2-13) (cyanobacteria)	2006-02	1	2	11	|GCA_000013225.1|GCF_000013225.1|Synechococcus sp. JA-2-3Ba(2-13) (cyanobacteria)|CP000240.1|ANONYMOUS Chromosome	117	0
6380	Bacteria	Synechococcus sp. JA-3-3Ab (cyanobacteria)	2006-02	1	3	11	|GCA_000013205.1|GCF_000013205.1|Synechococcus sp. JA-3-3Ab (cyanobacteria)|CP000239.1|ANONYMOUS Chromosome	87	0
6381	Bacteria	Synechococcus sp. NIES-970 (cyanobacteria)	2017-02	5	3	2	|GCA_002356215.1|GCF_002356215.1|Synechococcus sp. NIES-970 (cyanobacteria)|AP017959.1|ANONYMOUS Chromosome|AP017962.1|plasmid3 Plasmid|AP017960.1|plasmid1 Plasmid|AP017961.1|plasmid2 Plasmid|AP017963.1|plasmid4 Plasmid	6	0
6382	Bacteria	Synechococcus sp. PCC 6312 (cyanobacteria)	2012-12	2	2	5	|GCA_000316685.1|GCF_000316685.1|Synechococcus sp. PCC 6312 (cyanobacteria)|CP003559.1|pSYN6312.01 Plasmid|CP003558.1|ANONYMOUS Chromosome	143	0
6383	Bacteria	Synechococcus sp. PCC 7002 (cyanobacteria) PCC 7002; ATCC 27264	2008-03	7	4	3	|GCA_000019485.1|GCF_000019485.1|Synechococcus sp. PCC 7002 (cyanobacteria) PCC 7002; ATCC 27264|CP000951.1|ANONYMOUS Chromosome|CP000955.1|pAQ5 Plasmid|CP000952.1|pAQ1 Plasmid|CP000954.1|pAQ4 Plasmid|CP000957.1|pAQ7 Plasmid|CP000953.1|pAQ3 Plasmid|CP000956.1|pAQ6 Plasmid	133	0
6384	Bacteria	Synechococcus sp. PCC 7003 (cyanobacteria)	2016-07	3	1	3	|GCA_001693255.1|GCF_001693255.1|Synechococcus sp. PCC 7003 (cyanobacteria)|CP016476.1|unnamed2 Plasmid|CP016475.1|unnamed1 Plasmid|CP016474.1|ANONYMOUS Chromosome	52	0
6385	Bacteria	Synechococcus sp. PCC 7117 (cyanobacteria)	2016-07	6	1	6	|GCA_001693275.1|GCF_001693275.1|Synechococcus sp. PCC 7117 (cyanobacteria)|CP016478.1|unnamed1 Plasmid|CP016482.1|unnamed5 Plasmid|CP016481.1|unnamed4 Plasmid|CP016480.1|unnamed3 Plasmid|CP016479.1|unnamed2 Plasmid|CP016477.1|ANONYMOUS Chromosome	45	1
6386	Bacteria	Synechococcus sp. PCC 73109 (cyanobacteria)	2016-01	6	2	2	|GCA_001521855.1|GCF_001521855.1|Synechococcus sp. PCC 73109 (cyanobacteria)|CP014001.1|unnamed3 Plasmid|CP014000.1|unnamed2 Plasmid|CP013999.1|unnamed1 Plasmid|CP013998.1|ANONYMOUS Chromosome|CP014002.1|unnamed4 Plasmid|CP014003.1|unnamed5 Plasmid	23	0
6387	Bacteria	Synechococcus sp. PCC 7336 (cyanobacteria)	2013-01	1	5	22	|GCA_000332275.1|GCF_000332275.1|Synechococcus sp. PCC 7336 (cyanobacteria)|CM001776.1|Syn7336Cscaffold_1 Chromosome	282	3
6388	Bacteria	Synechococcus sp. PCC 7502 (cyanobacteria)	2012-12	3	1	2	|GCA_000317085.1|GCF_000317085.1|Synechococcus sp. PCC 7502 (cyanobacteria)|CP003596.1|pSYN7502.02 Plasmid|CP003595.1|pSYN7502.01 Plasmid|CP003594.1|ANONYMOUS Chromosome	59	0
6389	Bacteria	Synechococcus sp. PCC 8807 (cyanobacteria)	2016-07	7	1	5	|GCA_001693295.1|GCF_001693295.1|Synechococcus sp. PCC 8807 (cyanobacteria)|CP016489.1|unnamed6 Plasmid|CP016488.1|unnamed5 Plasmid|CP016487.1|unnamed4 Plasmid|CP016486.1|unnamed3 Plasmid|CP016484.1|unnamed1 Plasmid|CP016483.1|ANONYMOUS Chromosome|CP016485.1|unnamed2 Plasmid	18	0
6390	Bacteria	Synechococcus sp. WH 8020 (cyanobacteria)	2015-06	1	0	2	|GCA_001040845.1|GCF_001040845.1|Synechococcus sp. WH 8020 (cyanobacteria)|CP011941.1|ANONYMOUS Chromosome	8	0
6391	Bacteria	Synechocystis sp. IPPAS B-1465 (cyanobacteria)	2018-03	7	2	3	|GCA_003015225.1|GCF_003015225.1|Synechocystis sp. IPPAS B-1465 (cyanobacteria)|CP028094.1|ANONYMOUS Chromosome|CP028100.1|pSYSX Plasmid|CP028095.1|pCA Plasmid|CP028098.1|pSYSG Plasmid|CP028096.1|pCB Plasmid|CP028099.1|pSYSM Plasmid|CP028097.1|pSYSA Plasmid	134	0
6392	Bacteria	Synechocystis sp. PCC 6714 (cyanobacteria)	2014-07	4	3	6	|GCA_000478825.2|GCF_000478825.2|Synechocystis sp. PCC 6714 (cyanobacteria)|CP007545.1|pSYLC Plasmid|CP007544.1|pSYLB Plasmid|CP007542.1|ANONYMOUS Chromosome|CP007543.1|pSYLA Plasmid	32	0
6393	Bacteria	Synechocystis sp. PCC 6803 (cyanobacteria)	2013-02	8	2	4	|GCA_000340785.1|GCF_000340785.1|Synechocystis sp. PCC 6803 (cyanobacteria)|CP003271.1|pCB2.4_M Plasmid|CP003272.1|pCC5.2_M Plasmid|CP003265.1|ANONYMOUS Chromosome|CP003267.1|pSYSA_M Plasmid|CP003268.1|pSYSG_M Plasmid|CP003269.1|pSYSX_M Plasmid|CP003266.1|pSYSM_M Plasmid|CP003270.1|pCA2.4_M Plasmid	104	0
6394	Bacteria	Synechocystis sp. PCC 6803 (cyanobacteria) aa1f8c0	2004-05	5	2	3	|GCA_000009725.1|GCF_000009725.1|Synechocystis sp. PCC 6803 (cyanobacteria) aa1f8c0|BA000022.2|ANONYMOUS Chromosome|AP006585.1|pSYSX Plasmid|AP004310.1|pSYSM Plasmid|AP004311.1|pSYSA Plasmid|AP004312.1|pSYSG Plasmid	135	0
6395	Bacteria	synthetic Escherichia coli C321.deltaA (E. coli)	2013-10	1	1	5	|GCA_000474035.1||synthetic Escherichia coli C321.deltaA (E. coli)|CP006698.1|ANONYMOUS Chromosome	18	0
6396	Bacteria	synthetic Escherichia coli C321.deltaA (E. coli) C321.deltaA substr. rEc.b.dC.12	2015-01	1	1	5	|GCA_000826925.1||synthetic Escherichia coli C321.deltaA (E. coli) C321.deltaA substr. rEc.b.dC.12|CP010456.1|ANONYMOUS Chromosome	18	0
6397	Bacteria	synthetic Escherichia coli C321.deltaA (E. coli) C321.deltaA substr. rEc.y.dC.46	2015-01	1	1	5	|GCA_000826905.1||synthetic Escherichia coli C321.deltaA (E. coli) C321.deltaA substr. rEc.y.dC.46|CP010455.1|ANONYMOUS Chromosome	18	0
6398	Bacteria	Syntrophobacter fumaroxidans MPOB (d-proteobacteria)	2006-10	1	2	19	|GCA_000014965.1|GCF_000014965.1|Syntrophobacter fumaroxidans MPOB (d-proteobacteria)|CP000478.1|ANONYMOUS Chromosome	142	0
6399	Bacteria	Syntrophobotulus glycolicus DSM 8271 (firmicutes)	2011-03	1	3	4	|GCA_000190635.1|GCF_000190635.1|Syntrophobotulus glycolicus DSM 8271 (firmicutes)|CP002547.1|ANONYMOUS Chromosome	71	0
6400	Bacteria	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311 (firmicutes)	2006-09	1	4	9	|GCA_000014725.1|GCF_000014725.1|Syntrophomonas wolfei subsp. wolfei str. Goettingen G311 (firmicutes)|CP000448.1|ANONYMOUS Chromosome	299	0
6401	Bacteria	Syntrophothermus lipocalidus DSM 12680 (firmicutes)	2010-05	1	3	3	|GCA_000092405.1|GCF_000092405.1|Syntrophothermus lipocalidus DSM 12680 (firmicutes)|CP002048.1|ANONYMOUS Chromosome	270	0
6402	Bacteria	Syntrophus aciditrophicus SB (d-proteobacteria)	2006-01	1	2	3	|GCA_000013405.1|GCF_000013405.1|Syntrophus aciditrophicus SB (d-proteobacteria)|CP000252.1|ANONYMOUS Chromosome	154	0
6403	Bacteria	Tamlana sp. UJ94 (CFB group bacteria)	2018-01	1	1	2	|GCA_002893765.1|GCF_002893765.1|Tamlana sp. UJ94 (CFB group bacteria)|CP025938.1|ANONYMOUS Chromosome	31	0
6404	Bacteria	Tannerella forsythia 3313 (CFB group bacteria)	2015-04	1	2	1	|GCA_001547875.1|GCF_001547875.1|Tannerella forsythia 3313 (CFB group bacteria)|AP013044.1|Unknown Chromosome	64	0
6405	Bacteria	Tannerella forsythia 92A2 (CFB group bacteria)	2011-12	1	2	3	|GCA_000238215.1|GCF_000238215.1|Tannerella forsythia 92A2 (CFB group bacteria)|CP003191.1|ANONYMOUS Chromosome	71	0
6406	Bacteria	Tannerella forsythia KS16 (CFB group bacteria)	2015-04	1	3	5	|GCA_001547855.1|GCF_001547855.1|Tannerella forsythia KS16 (CFB group bacteria)|AP013045.1|Unknown Chromosome	53	0
6407	Bacteria	Taylorella asinigenitalis MCE3 (b-proteobacteria)	2011-09	1	0	3	|GCA_000226625.1|GCF_000226625.1|Taylorella asinigenitalis MCE3 (b-proteobacteria)|CP003059.1|ANONYMOUS Chromosome	47	0
6408	Bacteria	Taylorella equigenitalis ATCC 35865 (b-proteobacteria)	2012-07	1	1	2	|GCA_000276685.1|GCF_000276685.1|Taylorella equigenitalis ATCC 35865 (b-proteobacteria)|CP003264.1|ANONYMOUS Chromosome	25	0
